acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs,totalpay
1031,AZ,85741,Discover,3429,10010588,10,0.8864,-0.12,142,74,124,2,40
1032,CA,92865,Wells,1225,05012885,5,0.2980,-1.21,121,49,69,1,220
1033,CA,90746,Bank_Of_Am,5092,03923797,3,0.3228,-1.13,137,20,38,1,1645
1034,CA,95608,Wells,1150,08000000,8,0.1917,-1.65,126,27,80,2,80
1035,NY,11422,Discover,4249,01016563,1,0.3158,-1.15,133,49,166,9,528
1036,CA,95901,Associates,912,06012638,6,0.5174,-0.66,119,58,110,3,50
1037,CA,90621,Discover,3353,06012716,6,0.8045,-0.22,121,78,11,2,2476
1038,GA,31804,Associates,2913,01016959,1,0.0087,-4.74,97,80,23,2,273
1039,CA,94555,Chase,6875,09011907,9,0.0214,-3.85,118,32,99,2,175
1040,AR,72204,Associates,8938,01018868,1,0.1507,-1.89,105,65,49,1,140
1041,FL,34142,Associates,2834,02013686,2,0.2770,-1.28,136,15,38,2,1124
1042,FL,34117,Discover,3332,01015576,1,0.7856,-0.24,137,61,32,1,1794
1043,CA,93221,Discover,2622,07012459,7,0.6372,-0.45,136,34,6,2,750
1044,CA,92126,Discover,1662,01019270,1,0.7047,-0.35,99,76,67,2,450
1045,WI,54970,Chase_Rev,2204,06012657,6,0.9333,-0.07,117,23,26,1,100
1046,MD,21239,Wells,7149,02014721,2,0.7716,-0.26,124,70,335,1,379
1047,NV,89883,Associates,1005,08000000,8,0.4719,-0.75,139,68,15,2,574
1048,FL,32254,Discover,4684,07012420,7,0.0683,-2.68,139,85,23,4,2089
1049,CA,92124,Wells,1693,01014819,1,0.5821,-0.54,139,5,38,4,95
1050,IL,60618,Chase,1641,02013687,2,0.2507,-1.38,118,90,223,2,793
1051,NY,13215,Wells,1219,03013518,3,0.5485,-0.6,129,2,45,2,600
1052,NJ,07060,Discover,6029,08012298,8,0.8774,-0.13,116,65,8,3,100
1053,OH,45377,Discover,6300,08012293,8,0.3831,-0.96,137,94,45,1,3360
1054,FL,32926,Associates,3579,05012798,5,0.9892,-0.01,113,48,11,3,773
1055,SC,29102,Discover,3292,01016821,1,0.0446,-3.11,134,76,60,11,200
1056,WV,26426,Discover,2273,06012593,6,0.1621,-1.82,127,93,130,1,330
1057,TX,77015,Discover,2189,09012003,9,0.0940,-2.36,120,72,45,1,1015
1058,GA,31415,Discover,1760,10010282,10,0.1552,-1.86,113,37,79,3,600
1059,WA,98402,Bank_Of_Am,2348,05012788,5,0.3480,-1.06,127,89,43,1,1200
1060,SC,29621,Associates,2135,01016506,1,0.8445,-0.17,118,78,167,1,528
1061,VA,22553,Bank_Of_Am,2106,05012935,5,0.0488,-3.02,115,59,1,1,290
1062,DC,20032,Bank_Of_Am,7358,10011872,10,0.4696,-0.76,111,5,206,9,40
1063,NY,12010,Discover,5215,09012049,9,0.9977,0,120,83,2,2,241
1064,CA,90041,Bank_Of_Am,3707,01019304,1,0.5837,-0.54,145,66,33,1,2070
1065,LA,70114,Bank_Of_Am,1104,03013479,3,0.0415,-3.18,129,47,128,4,100
1066,OR,97007,Chase,1750,02014171,2,0.9294,-0.07,127,38,135,3,1000
1067,NJ,07063,Discover,2625,05012910,5,0.1499,-1.9,130,67,268,5,1410
1068,AL,35951,Chase,3248,02013913,2,0.6543,-0.42,124,85,9,1,270
1069,FL,33709,Chase_Rev,1385,04013242,4,0.3620,-1.02,141,16,16,1,600
1070,TX,78543,Discover,1990,10011382,10,0.0108,-4.53,105,56,4,1,1656
1071,CA,91607,Discover,3064,05012828,5,0.9483,-0.05,132,84,213,3,629
1072,OH,45371,Bank_Of_Am,2141,03013461,3,0.2994,-1.21,90,50,35,1,1887
1073,TX,76115,Chase,2767,09012107,9,0.7618,-0.27,132,13,92,1,135
1074,PA,19122,Chase_Rev,8161,06012568,6,0.5561,-0.59,124,46,9,3,400
1075,FL,33175,Associates,3744,07012555,7,0.8822,-0.13,120,8,113,1,69
1076,PA,19139,Chase,7350,07012507,7,0.5888,-0.53,119,51,382,3,655
1077,UT,84109,Chase,5559,10011798,10,0.0120,-4.42,95,80,128,2,100
1078,NC,27511,Discover,3183,02014292,2,0.9797,-0.02,144,86,30,2,1816
1079,MA,02122,Chase_Rev,7329,06012625,6,0.1909,-1.66,138,92,16,6,1450
1080,IL,61240,Discover,3078,05013000,5,0.0506,-2.98,91,61,79,1,400
1081,OR,97045,Wells,1851,02013900,2,0.5723,-0.56,124,3,86,3,500
1082,NY,10040,Discover,1895,01017994,1,0.0195,-3.94,94,97,37,1,450
1083,MO,63147,Associates,2405,05013001,5,0.5169,-0.66,108,34,104,6,30
1084,MD,21204,Chase_Rev,5924,07012554,7,0.8119,-0.21,132,35,353,1,175
1085,CA,94954,Wells,2837,02013919,2,0.6808,-0.38,118,14,29,8,1690
1086,TN,37128,Chase,6888,06012609,6,0.5548,-0.59,128,35,48,2,3811
1087,NY,11203,Discover,1788,01014855,1,0.9986,0,142,68,107,3,1634
1088,CA,90661,Bank_Of_Am,1523,04013108,4,0.6261,-0.47,140,49,38,1,152
1089,NV,89115,Wells,1113,01016603,1,0.1624,-1.82,118,89,89,6,230
1090,LA,70117,Bank_Of_Am,683,02013762,2,0.8049,-0.22,122,86,147,2,140
1091,CA,90808,Bank_Of_Am,5408,07012391,7,0.2696,-1.31,135,14,44,2,175
1092,FL,32746,Discover,5042,02014090,2,0.1264,-2.07,124,59,59,7,1872
1093,TX,75751,Discover,3052,10011558,10,0.6119,-0.49,110,13,17,1,690
1094,TX,76354,Bank_Of_Am,2424,10011733,10,0.7052,-0.35,120,26,116,2,1585
1095,WA,98533,Bank_Of_Am,1729,03013498,3,0.5757,-0.55,114,45,48,2,40
1096,TX,76502,Chase_Bony,6210,09011964,9,0.6664,-0.41,105,58,36,1,1056
1097,MA,01746,Discover,6174,08012242,8,0.6241,-0.47,104,67,40,11,25
1098,LA,70090,Discover,1890,01017580,1,0.2021,-1.6,136,92,44,1,729
1099,CA,94541,Wells,1630,04013263,4,0.8174,-0.2,148,77,44,3,154
1100,WA,98498,Bank_Of_Am,8073,10011845,10,0.7815,-0.25,120,39,303,1,1850
1101,KY,40854,Chase,4115,08000000,8,0.1827,-1.7,130,84,19,2,1325
1102,TX,78942,Discover,3202,01018869,1,0.4511,-0.8,107,57,130,2,710
1103,NY,11226,Discover,2349,03013656,3,0.2161,-1.53,129,40,47,2,1300
1104,PA,17901,Chase_Rev,6079,02014040,2,0.7863,-0.24,103,68,97,5,560
1105,PA,15235,Discover,9910,02014184,2,0.1881,-1.67,118,97,23,1,100
1106,NJ,08901,Discover,6749,09012021,9,0.6818,-0.38,112,73,97,5,350
1107,TN,38127,Chase,1798,03013592,3,0.3353,-1.09,117,25,39,8,1250
1108,PA,16037,Bank_Of_Am,1234,02014258,2,0.7970,-0.23,113,59,142,2,25
1109,OH,43235,Discover,1065,04013278,4,0.9639,-0.04,111,13,18,3,718
1110,TX,78029,Bank_Of_Am,3028,10011235,10,0.2122,-1.55,149,16,1,1,1280
1111,CA,93550,Wells,2518,03013314,3,0.1503,-1.89,127,37,113,1,1200
1112,TX,76541,Discover,4287,10011215,10,0.8274,-0.19,121,39,6,2,1073
1113,TX,77598,Chase,7442,10010137,10,0.2304,-1.47,140,40,98,8,406
1114,IL,62401,Associates,3168,04013011,4,0.9913,-0.01,139,64,58,2,858
1115,CA,94568,Bank_Of_Am,4507,02924997,2,0.4474,-0.8,108,21,83,9,1969
1116,FL,33407,Bank_Of_Am,3551,01016544,1,0.9237,-0.08,127,43,46,1,2000
1117,CA,93309,Wells,1563,03013396,3,0.4749,-0.74,113,54,60,5,250
1118,SD,57501,Discover,2229,07012545,7,0.3519,-1.04,139,15,121,1,335
1119,CA,90014,Associates,3701,01015194,1,0.2099,-1.56,132,72,73,1,70
1120,OH,44060,Bank_Of_Am,1111,03013296,3,0.8854,-0.12,130,35,37,1,1330
1121,MD,21157,Chase_Rev,2794,04013185,4,0.4483,-0.8,140,29,23,1,150
1122,CA,90802,Discover,2703,01016532,1,0.7748,-0.26,133,97,28,4,301
1123,TX,78705,Discover,1621,09011963,9,0.3873,-0.95,133,38,1,1,1028
1124,LA,70122,Associates,2524,03013591,3,0.1112,-2.2,132,26,43,1,1431
1125,TX,76099,Associates,9054,10011205,10,0.0488,-3.02,97,75,170,1,468
1126,TX,75963,Discover,1653,08012321,8,0.8037,-0.22,130,29,1,1,172
1127,LA,70748,Chase_Rev,2016,05012832,5,0.7326,-0.31,140,91,111,4,275
1128,TX,78242,Discover,1469,10011748,10,0.0155,-4.16,136,85,13,1,50
1129,LA,70128,Chase_Rev,1560,02013945,2,0.7268,-0.32,143,77,98,1,942
1130,OK,74136,Discover,1599,02014151,2,0.9928,-0.01,123,15,244,3,631
1131,FL,32073,Associates,862,08000000,8,0.5683,-0.57,136,86,80,4,35
1132,MA,02657,Discover,6024,05012894,5,0.6797,-0.39,145,61,19,2,1122
1133,CT,06512,Discover,4372,01017528,1,0.9556,-0.05,119,74,28,6,140
1134,LA,70001,Chase,7128,04013218,4,0.8531,-0.16,115,9,311,1,3375
1135,MA,02124,Discover,1812,01016778,1,0.4142,-0.88,131,51,401,7,10
1136,NY,11361,Associates,879,03013657,3,0.1578,-1.85,108,89,93,4,423
1137,CA,95828,Bank_Of_Am,1473,01016452,1,0.0400,-3.22,110,49,133,3,1603
1138,SC,29566,Associates,6742,01019291,1,0.1145,-2.17,129,41,201,13,284
1139,MD,20882,Wells,2240,06012670,6,0.6911,-0.37,106,97,14,2,1058
1140,MN,56001,Discover,2221,01015458,1,0.0051,-5.27,134,79,47,6,1325
1141,MO,63401,Chase_Rev,6138,02014438,2,0.6318,-0.46,133,86,51,9,350
1142,FL,32792,Chase_Rev,3615,03923963,3,0.9280,-0.07,136,28,17,2,1270
1143,CA,94080,Wells,2371,05012979,5,0.8683,-0.14,110,64,199,7,3099
1144,MI,49310,Discover,1532,05012774,5,0.0957,-2.35,148,79,97,3,1083
1145,SC,29440,Wells,1986,02013793,2,0.3861,-0.95,118,41,201,4,2325
1146,PA,16335,Chase,1261,05013006,5,0.7469,-0.29,135,95,104,1,28
1147,FL,33610,Associates,4552,03013348,3,0.1093,-2.21,115,83,32,3,4325
1148,UT,84770,Discover,1671,09012011,9,0.6973,-0.36,137,65,29,3,25
1149,MD,20774,Associates,1844,02014756,2,0.4594,-0.78,124,33,11,3,497
1150,MD,20876,Associates,1341,08012218,8,0.8531,-0.16,134,41,23,5,855
1151,TN,37115,Associates,1354,09012083,9,0.7018,-0.35,137,61,24,5,500
1152,FL,33021,Chase,381,02014484,2,0.2791,-1.28,133,30,82,5,60
1153,CA,95205,Wells_FIB,3176,03013493,3,0.7184,-0.33,130,90,72,13,450
1154,GA,30338,Associates,1546,01019456,1,0.5509,-0.6,143,69,531,1,1049
1155,CA,92201,Bank_Of_Am,7326,08012199,8,0.6854,-0.38,104,92,136,2,600
1156,MO,63033,Discover,1570,03013386,3,0.7668,-0.27,137,68,36,3,469
1157,TX,78840,Discover,6138,06922413,6,0.7142,-0.34,139,66,49,4,100
1158,FL,32825,Bank_Of_Am,8552,01014946,1,0.7037,-0.35,147,8,251,3,1825
1159,IL,61252,Associates,1589,01019419,1,0.6125,-0.49,133,91,18,1,200
1160,TX,78412,Discover,1942,10011626,10,0.4802,-0.73,144,79,2,2,1826
1161,CA,96161,Chase,4238,04013085,4,0.4796,-0.73,136,65,72,6,3975
1162,NY,10977,Discover,1973,02013701,2,0.7191,-0.33,129,67,72,2,1200
1163,MA,01107,Discover,3327,01014950,1,0.2964,-1.22,134,75,124,2,3479
1164,CA,91723,Wells_FIB,2678,06012675,6,0.0727,-2.62,85,81,33,4,1040
1165,NV,89433,Discover,1007,10011381,10,0.2355,-1.45,87,13,150,7,506
1166,NV,89119,Wells,6002,10011826,10,0.9214,-0.08,123,49,123,6,204
1167,LA,70802,Discover,1695,02925021,2,0.0962,-2.34,140,68,64,5,270
1168,TX,78561,Discover,2016,10011358,10,0.9813,-0.02,146,53,182,1,50
1169,VA,22602,Discover,2999,04013151,4,0.2618,-1.34,114,11,112,2,2025
1170,IL,61443,Chase_Rev,3673,05012816,5,0.7651,-0.27,117,36,311,1,800
1171,IL,61775,Discover,1466,07012468,7,0.0093,-4.67,133,81,1,1,40
1172,DE,19956,Discover,4265,01926910,1,0.0267,-3.62,115,80,133,1,350
1173,CA,90250,Wells,1828,08012299,8,0.8072,-0.21,130,43,17,8,34
1174,CA,95118,Wells,1485,01018645,1,0.3984,-0.92,94,1,156,2,228
1175,TX,77064,Bank_Of_Am,6872,10010127,10,0.2586,-1.35,121,44,52,3,50
1176,AL,36603,Chase,4932,07012435,7,0.3515,-1.05,124,37,64,1,910
1177,LA,71201,Discover,1668,01017842,1,0.6349,-0.45,131,87,109,2,650
1178,HI,96797,Discover,4042,03013362,3,0.9160,-0.09,135,42,35,1,2253
1179,FL,33061,Chase,2678,03013436,3,0.7997,-0.22,116,24,273,2,725
1180,CA,95109,Wells_FIB,10856,09011905,9,0.9169,-0.09,100,87,67,1,450
1181,MI,49503,Chase_Rev,1700,02013804,2,0.1479,-1.91,75,4,92,1,15
1182,AZ,85705,Chase,7450,08000000,8,0.4948,-0.7,124,31,13,1,4415
1183,TX,75043,Discover,1187,07012480,7,0.7962,-0.23,108,25,116,1,296
1184,TN,37184,Chase,2793,03013494,3,0.1782,-1.72,134,28,34,4,360
1185,NC,27320,Wells,1896,01017003,1,0.7595,-0.28,144,92,50,2,100
1186,OR,97071,Wells,1302,03013660,3,0.3593,-1.02,129,55,60,6,420
1187,OH,45324,Chase,3215,04013171,4,0.8345,-0.18,123,12,50,2,200
1188,MS,39042,Discover,4453,04923257,4,0.2692,-1.31,101,75,48,2,1290
1189,OH,44104,Bank_Of_Am,1449,04013221,4,0.9400,-0.06,122,5,53,3,231
1190,FL,33013,Chase,2314,03013553,3,0.1732,-1.75,138,71,23,5,550
1191,NJ,08755,Discover,4361,06012670,6,0.7084,-0.34,124,98,82,1,2265
1192,MD,21154,Bank_Of_Am,1709,02013739,2,0.3741,-0.98,112,78,15,3,900
1193,NC,28513,Associates,2568,03013441,3,0.9577,-0.04,120,7,20,2,982
1194,CA,95350,Chase,4350,07012374,7,0.0874,-2.44,143,85,17,6,25
1195,NV,89041,Chase_Bony,8340,10011418,10,0.5590,-0.58,119,86,103,4,182
1196,FL,34690,Associates,1886,03013498,3,0.3078,-1.18,115,32,49,1,150
1197,CA,95832,Wells,1282,07012467,7,0.2621,-1.34,110,87,32,11,442
1198,CA,90301,Discover,3144,01018881,1,0.2412,-1.42,127,81,3,1,150
1199,OR,97045,Bank_Of_Am,10918,08012236,8,0.8341,-0.18,123,1,56,2,2925
1200,CA,94132,Bank_Of_Am,734,01015401,1,0.0770,-2.56,126,12,87,3,72
1201,LA,70730,Associates,4676,04013122,4,0.0856,-2.46,132,5,319,1,2025
1202,AL,36605,Discover,7214,04013116,4,0.6953,-0.36,110,42,19,6,240
1203,CO,80005,Bank_Of_Am,2996,02014058,2,0.0330,-3.41,124,46,70,4,701
1204,FL,33023,Discover,3227,01019609,1,0.3423,-1.07,139,25,71,1,2926
1205,MD,21224,Discover,6205,01019057,1,0.2129,-1.55,138,55,74,1,661
1206,CA,91911,Associates,273,01015148,1,0.9790,-0.02,126,40,25,3,17
1207,WA,98661,Discover,2588,03013309,3,0.8629,-0.15,112,58,65,14,5
1208,OR,97006,Bank_Of_Am,3093,02014320,2,0.7653,-0.27,86,92,121,2,50
1209,CA,94015,Bank_Of_Am,2914,01014843,1,0.3594,-1.02,143,62,100,2,958
1210,NY,11212,Chase,4378,06012757,6,0.7930,-0.23,101,98,21,4,1180
1211,PA,17111,Bank_Of_Am,4656,01018243,1,0.5654,-0.57,130,86,132,4,737
1212,MI,48213,Associates,770,08000000,8,0.8194,-0.2,86,44,66,14,50
1213,IL,60657,Chase,2528,03013517,3,0.7050,-0.35,128,78,9,1,749
1214,FL,33073,Discover,2290,01017265,1,0.9249,-0.08,140,65,65,2,342
1215,CA,95991,Bank_Of_Am,1417,05012782,5,0.3198,-1.14,143,7,4,1,120
1216,NY,14606,Discover,3222,03013647,3,0.2557,-1.36,109,65,68,3,150
1217,FL,33549,Chase,1853,02013745,2,0.4664,-0.76,121,12,24,1,810
1218,CA,95340,Wells,4073,01019201,1,0.7493,-0.29,122,37,8,5,350
1219,FL,33169,Associates,2366,07012414,7,0.0772,-2.56,148,60,303,2,415
1220,OK,74954,Associates,1987,03013548,3,0.3948,-0.93,133,90,104,2,93
1221,NY,14081,Chase_Rev,3388,03013509,3,0.0114,-4.48,99,5,38,2,2212
1222,OK,73071,Bank_Of_Am,1966,07012520,7,0.2313,-1.46,124,80,1,1,284
1223,VA,23234,Associates,1127,02014485,2,0.8981,-0.11,120,83,44,1,150
1224,PA,19138,Discover,1631,04013113,4,0.3340,-1.1,101,24,33,5,790
1225,CA,90025,Discover,2064,08012274,8,0.8946,-0.11,141,55,193,5,75
1226,VA,20151,Discover,4764,01015891,1,0.6460,-0.44,114,94,65,1,4000
1227,CA,95340,Associates,3077,05012772,5,0.4590,-0.78,121,34,79,4,1200
1228,TX,78705,Discover,2166,01015426,1,0.0594,-2.82,86,53,131,2,60
1229,TX,77429,Associates,8231,10011116,10,0.9004,-0.1,124,76,62,6,2939
1230,TX,78239,Discover,6957,10011666,10,0.0485,-3.03,133,55,19,3,175
1231,CT,06375,Discover,5401,07012395,7,0.5870,-0.53,119,25,7,2,581
1232,CA,95816,Bank_Of_Am,523,03013514,3,0.9489,-0.05,97,72,20,1,64
1233,KY,40146,Wells,6187,01019630,1,0.7733,-0.26,139,97,65,7,65
1234,MA,02532,Associates,1051,04013193,4,0.6322,-0.46,87,3,359,1,350
1235,OH,45056,Discover,2256,03013309,3,0.8150,-0.2,92,48,127,4,25
1236,TX,78130,Chase,1300,08012175,8,0.5325,-0.63,123,49,84,1,30
1237,AL,35616,Discover,8974,01016018,1,0.6421,-0.44,103,95,93,5,1350
1238,TX,77547,Bank_Of_Am,3712,09011959,9,0.6097,-0.49,111,77,53,1,500
1239,NV,89128,Discover,4543,10011731,10,0.2812,-1.27,130,58,113,4,200
1240,TX,78570,Discover,2199,10011688,10,0.2343,-1.45,95,23,65,2,250
1241,MA,01247,Discover,7301,03013382,3,0.3139,-1.16,129,10,304,5,6778
1242,NY,12202,Discover,4322,07012437,7,0.7637,-0.27,125,25,98,16,175
1243,CA,90239,Discover,3127,08012274,8,0.1116,-2.19,140,24,39,4,126
1244,MA,01886,Discover,6800,02014537,2,0.0262,-3.64,83,96,43,5,2475
1245,CA,95965,Bank_Of_Am,1923,01019565,1,0.7530,-0.28,144,77,93,1,2771
1246,KS,67347,Discover,4948,01019303,1,0.0769,-2.57,135,8,33,7,550
1247,NY,11213,Chase,367,02014742,2,0.9060,-0.1,138,27,106,2,343
1248,CA,90057,Bank_Of_Am,712,01019348,1,0.8343,-0.18,123,29,118,5,25
1249,CA,94941,Wells,1503,02014342,2,0.0958,-2.35,126,86,211,2,700
1250,TN,37083,Discover,3788,01016109,1,0.6472,-0.44,134,14,176,2,738
1251,NC,28340,Bank_Of_Am,1340,01015993,1,0.6230,-0.47,131,89,191,1,644
1252,NJ,08527,Chase_Rev,3737,05012828,5,0.9651,-0.04,114,4,278,4,175
1253,CA,94703,Wells,2854,05012800,5,0.5730,-0.56,123,46,211,1,344
1254,MA,01605,Discover,3416,01016297,1,0.9650,-0.04,104,63,61,14,1400
1255,MA,02136,Discover,1261,04013183,4,0.7275,-0.32,119,69,19,3,662
1256,CA,91761,Associates,2126,09012118,9,0.8411,-0.17,122,21,79,1,33
1257,CA,91502,Bank_Of_Am,3244,01019308,1,0.6822,-0.38,122,49,373,2,140
1258,MA,01027,Discover,2565,04013170,4,0.4430,-0.81,111,71,43,2,500
1259,MN,55405,Bank_Of_Am,2945,03013561,3,0.2681,-1.32,116,28,204,2,1687
1260,CA,93631,Wells,2053,03013446,3,0.8108,-0.21,104,78,55,7,250
1261,TX,77026,Associates,1679,01015479,1,0.4389,-0.82,113,84,105,2,252
1262,IA,50613,Discover,1484,08012270,8,0.4949,-0.7,116,69,141,1,70
1263,NV,89012,Discover,3448,10011323,10,0.2060,-1.58,138,23,1,1,2520
1264,OK,73533,Discover,1613,03013460,3,0.4317,-0.84,113,1,19,1,292
1265,TX,77598,Discover,3255,02013809,2,0.7850,-0.24,120,27,24,2,1740
1266,CA,93033,Bank_Of_Am,1814,01019426,1,0.0557,-2.89,134,72,7,1,100
1267,TX,76087,Chase_Rev,3966,10011616,10,0.5118,-0.67,138,79,75,6,75
1268,NJ,07067,Discover,1869,02013710,2,0.9671,-0.03,114,43,70,2,772
1269,LA,70805,Discover,1828,04013072,4,0.2557,-1.36,130,14,39,1,682
1270,AZ,85552,Discover,1794,01019056,1,0.5559,-0.59,123,60,3,1,28
1271,TX,75062,Wells,3029,01018074,1,0.6973,-0.36,115,61,90,1,45
1272,NC,28216,Chase_Rev,3429,02014149,2,0.4904,-0.71,121,3,178,4,1831
1273,CA,96021,Wells,10466,10011702,10,0.2779,-1.28,109,13,7,2,1578
1274,CA,95119,Wells_FIB,2975,06012557,6,0.4747,-0.75,76,59,37,2,1798
1275,FL,33181,Discover,3738,05012811,5,0.1922,-1.65,124,39,14,3,430
1276,MA,02176,Discover,4507,02014749,2,0.8988,-0.11,122,70,44,3,2400
1277,KS,66202,Discover,1689,02014708,2,0.4138,-0.88,118,85,59,2,406
1278,TX,79007,Discover,2301,10011763,10,0.7815,-0.25,125,84,88,3,1550
1279,WA,98498,Wells,1695,04013022,4,0.0175,-4.05,122,40,48,1,1490
1280,WA,99324,Discover,6335,10920281,10,0.4862,-0.72,131,53,7,3,1730
1281,GA,30058,Associates,1070,07012410,7,0.2044,-1.59,146,25,63,13,438
1282,CA,92503,Bank_Of_Am,2907,01017660,1,0.9065,-0.1,82,10,64,4,58
1283,CA,95066,Wells,1737,02014280,2,0.8141,-0.21,148,7,12,1,100
1284,CA,92324,Bank_Of_Am,2695,05012810,5,0.7932,-0.23,130,40,30,5,25
1285,FL,33162,Chase_Bony,5412,06012604,6,0.3411,-1.08,109,89,35,2,150
1286,TN,37203,Discover,2874,01015738,1,0.7371,-0.31,110,63,17,1,400
1287,CT,06108,Bank_Of_Am,2950,01016695,1,0.8970,-0.11,117,95,35,2,988
1288,CA,90280,Bank_Of_Am,8895,01018697,1,0.7912,-0.23,111,31,22,5,600
1289,GA,30067,Discover,1904,03013302,3,0.1601,-1.83,102,28,211,2,1100
1290,NJ,08104,Associates,4428,01019396,1,0.1075,-2.23,134,21,72,1,1657
1291,CA,94205,Wells,1142,04013195,4,0.3049,-1.19,130,37,38,8,290
1292,CA,94062,Discover,2373,04013100,4,0.7942,-0.23,111,94,263,2,1155
1293,KY,40229,Discover,4165,02014570,2,0.1608,-1.83,98,87,58,2,2234
1294,VA,23148,Wells,1430,05012986,5,0.8153,-0.2,123,6,37,4,245
1295,CA,95667,Associates,2979,04013225,4,0.0515,-2.97,140,61,45,1,509
1296,LA,70122,Discover,2907,05012874,5,0.5612,-0.58,125,22,40,2,524
1297,WY,82072,Wells,2446,04013288,4,0.6165,-0.48,135,51,82,1,390
1298,MI,48336,Discover,7618,08012144,8,0.7824,-0.25,131,8,87,1,208
1299,CA,90240,Bank_Of_Am,2670,06012591,6,0.5648,-0.57,110,9,27,2,56
1300,FL,33675,Associates,1381,05012818,5,0.7582,-0.28,113,96,31,1,581
1301,MD,21212,Wells,4201,02013978,2,0.2978,-1.21,115,96,472,1,520
1302,OR,97233,Discover,2259,03013434,3,0.4998,-0.69,109,53,71,1,595
1303,OR,97401,Wells_FIB,1503,02013798,2,0.9165,-0.09,147,5,75,3,710
1304,MN,55106,Discover,3666,01016811,1,0.0857,-2.46,126,29,49,7,45
1305,VA,23185,Wells,1534,02014231,2,0.5977,-0.51,122,96,177,7,725
1306,CO,81004,Chase_Rev,2305,03013303,3,0.2564,-1.36,119,80,13,1,90
1307,MO,63123,Discover,4194,06012629,6,0.0853,-2.46,128,44,114,1,1514
1308,NY,14224,Discover,2275,06012565,6,0.3860,-0.95,136,24,78,4,2522
1309,NH,03276,Associates,1247,04013211,4,0.8552,-0.16,144,54,147,1,55
1310,CA,92701,Wells,2826,05012815,5,0.7507,-0.29,140,30,102,3,290
1311,IL,60618,Associates,329,02013699,2,0.6028,-0.51,141,36,27,2,417
1312,DC,20026,Bank_Of_Am,1902,03013608,3,0.5265,-0.64,145,43,151,1,250
1313,PA,15425,Discover,3997,06012667,6,0.0386,-3.25,125,33,79,5,1540
1314,TX,76105,Discover,5539,10011457,10,0.9271,-0.08,131,51,52,1,628
1315,TX,75142,Chase,1679,08012151,8,0.2301,-1.47,97,98,184,12,150
1316,NY,11219,Discover,3699,01016890,1,0.2122,-1.55,111,8,41,1,510
1317,NJ,08105,Discover,1882,01017106,1,0.4157,-0.88,134,15,33,1,50
1318,FL,33033,Associates,491,01019130,1,0.5155,-0.66,136,79,65,3,17
1319,ID,83713,Associates,3069,02925228,2,0.8025,-0.22,101,24,137,4,150
1320,MO,64151,Associates,791,08000000,8,0.9375,-0.06,134,43,112,2,17
1321,TX,77550,Chase_Rev,6127,02013894,2,0.8846,-0.12,94,57,116,3,20
1322,CA,90808,Wells,1095,08000000,8,0.8078,-0.21,125,77,65,11,300
1323,MA,02139,Wells,1171,04013066,4,0.7332,-0.31,127,93,103,3,60
1324,CA,92346,Wells,4747,01019263,1,0.6869,-0.38,100,60,50,3,1972
1325,CA,90011,Bank_Of_Am,942,01019329,1,0.2538,-1.37,128,36,102,3,100
1326,NC,28462,Wells,1421,02014118,2,0.8583,-0.15,104,20,80,8,1606
1327,CA,91104,Wells,1286,07012551,7,0.7780,-0.25,125,8,114,1,102
1328,MI,48911,Discover,3405,01927286,1,0.3450,-1.06,112,20,129,6,800
1329,MA,02465,Chase_Rev,5835,06012587,6,0.2768,-1.28,127,41,62,8,200
1330,TX,79503,Associates,1134,10011745,10,0.4245,-0.86,127,35,91,2,50
1331,CA,92705,Wells,922,03013319,3,0.4992,-0.69,88,29,37,3,350
1332,AL,36572,Discover,2498,02013807,2,0.2046,-1.59,105,82,5,1,1142
1333,AZ,85302,Wells,1460,06012715,6,0.0677,-2.69,135,56,79,1,60
1334,IA,52057,Bank_Of_Am,2862,09012041,9,0.3274,-1.12,120,10,1,1,240
1335,CA,93955,Chase,4115,07012422,7,0.4832,-0.73,120,67,22,4,94
1336,VA,22192,Discover,1670,03013672,3,0.6706,-0.4,110,88,66,1,1217
1337,TX,77485,Bank_Of_Am,4399,10011732,10,0.6895,-0.37,106,70,46,11,400
1338,TX,75241,Chase,4211,09011891,9,0.4348,-0.83,88,31,203,2,47
1339,CA,90003,Bank_Of_Am,7604,10010151,10,0.9867,-0.01,102,36,57,3,8398
1340,AZ,85301,Chase,4067,08012184,8,0.0958,-2.35,129,8,90,4,989
1341,VA,23703,Associates,1078,07012484,7,0.0553,-2.89,85,98,179,1,30
1342,CA,92225,Associates,874,08000000,8,0.8393,-0.18,140,51,7,1,17
1343,NM,87111,Wells_FIB,7768,09011957,9,0.1377,-1.98,128,86,81,6,173
1344,MI,48116,Bank_Of_Am,6930,07012539,7,0.9211,-0.08,118,3,40,1,4001
1345,NY,13205,Wells,2841,01016712,1,0.4216,-0.86,115,64,227,4,620
1346,CA,90006,Bank_Of_Am,4973,09012111,9,0.9455,-0.06,112,64,35,6,25
1347,CA,95690,Wells,1217,07012514,7,0.2578,-1.36,108,38,359,1,100
1348,CA,92226,Bank_Of_Am,2232,10011792,10,0.3621,-1.02,121,94,20,3,475
1349,CA,91911,Bank_Of_Am,1735,02014482,2,0.0692,-2.67,87,53,86,5,1185
